,data_type,country,state,year,quarter,name,type,count,amount
870,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Merchant payments,TOTAL,1312241,706774071.9381688
871,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Peer-to-peer payments,TOTAL,1262732,3339347400.0643554
872,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Recharge & bill payments,TOTAL,544322,253199754.8745275
873,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Financial Services,TOTAL,2065,2252116.636459231
874,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Others,TOTAL,8110,4365759.277996017
875,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Merchant payments,TOTAL,2013673,1058989463.1650428
876,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Peer-to-peer payments,TOTAL,1577168,4202291071.7106133
877,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Recharge & bill payments,TOTAL,551618,294991582.16815025
878,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Financial Services,TOTAL,2909,3159306.4175118254
879,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Others,TOTAL,11717,6407962.869342193
880,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Merchant payments,TOTAL,2507246,1227972829.6970267
881,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Peer-to-peer payments,TOTAL,1745454,4674787017.541661
882,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Recharge & bill payments,TOTAL,538134,326296370.82357025
883,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Financial Services,TOTAL,2574,2661345.5534556974
884,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Others,TOTAL,9395,5330803.646676767
885,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Merchant payments,TOTAL,3346697,1536859131.3374817
886,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Peer-to-peer payments,TOTAL,1861799,5078832140.606572
887,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Recharge & bill payments,TOTAL,539562,372921225.4254243
888,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Financial Services,TOTAL,1849,2131607.7226029015
889,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Others,TOTAL,9864,4415675.718757721
890,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Merchant payments,TOTAL,3777156,1705567002.0586467
891,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Peer-to-peer payments,TOTAL,2086741,5382949597.510585
892,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Recharge & bill payments,TOTAL,592431,425206924.5270094
893,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Financial Services,TOTAL,2237,3194409.939898855
894,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Others,TOTAL,7056,3729425.46329771
895,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Merchant payments,TOTAL,4415771,1889046056.1988354
896,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Peer-to-peer payments,TOTAL,2215052,5737539058.403507
897,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Recharge & bill payments,TOTAL,548795,426040023.1105018
898,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Financial Services,TOTAL,2495,3169199.262533775
899,aggregated,india,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Others,TOTAL,7472,3846409.1057498828
900,aggregated,india,delhi,2018,1,Recharge & bill payments,TOTAL,3947297,1320559612.770412
901,aggregated,india,delhi,2018,1,Peer-to-peer payments,TOTAL,2380820,9125685134.894358
902,aggregated,india,delhi,2018,1,Merchant payments,TOTAL,339809,375393115.19131327
903,aggregated,india,delhi,2018,1,Financial Services,TOTAL,136240,45588429.271575734
904,aggregated,india,delhi,2018,1,Others,TOTAL,318588,344277514.7923026
905,aggregated,india,delhi,2018,2,Recharge & bill payments,TOTAL,4511737,2078183615.8006349
906,aggregated,india,delhi,2018,2,Peer-to-peer payments,TOTAL,3542716,14348179103.109837
907,aggregated,india,delhi,2018,2,Merchant payments,TOTAL,837001,631597790.6002588
908,aggregated,india,delhi,2018,2,Financial Services,TOTAL,205991,66584728.19594695
909,aggregated,india,delhi,2018,2,Others,TOTAL,276278,321754664.4984691
910,aggregated,india,delhi,2018,3,Peer-to-peer payments,TOTAL,8557153,22670122888.868217
911,aggregated,india,delhi,2018,3,Recharge & bill payments,TOTAL,5305635,3261844270.537241
912,aggregated,india,delhi,2018,3,Merchant payments,TOTAL,3808395,1048422633.7093576
913,aggregated,india,delhi,2018,3,Financial Services,TOTAL,274526,45051151.35143036
914,aggregated,india,delhi,2018,3,Others,TOTAL,601339,350405916.1523186
915,aggregated,india,delhi,2018,4,Peer-to-peer payments,TOTAL,9973249,32389252494.75772
916,aggregated,india,delhi,2018,4,Merchant payments,TOTAL,9958967,2738429838.939273
917,aggregated,india,delhi,2018,4,Recharge & bill payments,TOTAL,7483633,3961160542.570066
918,aggregated,india,delhi,2018,4,Financial Services,TOTAL,265004,58162003.43614492
919,aggregated,india,delhi,2018,4,Others,TOTAL,1506866,575852739.0031943
920,aggregated,india,delhi,2019,1,Peer-to-peer payments,TOTAL,20216287,48250023720.99173
921,aggregated,india,delhi,2019,1,Merchant payments,TOTAL,13875931,3996618719.7994804
922,aggregated,india,delhi,2019,1,Recharge & bill payments,TOTAL,10744978,5521320539.356212
923,aggregated,india,delhi,2019,1,Financial Services,TOTAL,223095,30997039.697555833
924,aggregated,india,delhi,2019,1,Others,TOTAL,1947036,670171769.6522964
925,aggregated,india,delhi,2019,2,Merchant payments,TOTAL,20891431,6816878922.844399
926,aggregated,india,delhi,2019,2,Peer-to-peer payments,TOTAL,20570311,65953571241.26435
927,aggregated,india,delhi,2019,2,Recharge & bill payments,TOTAL,12869453,8035701902.391765
928,aggregated,india,delhi,2019,2,Financial Services,TOTAL,137774,33985068.68378611
929,aggregated,india,delhi,2019,2,Others,TOTAL,2702543,866678928.4439986
930,aggregated,india,delhi,2019,3,Merchant payments,TOTAL,29453368,9857221391.940361
931,aggregated,india,delhi,2019,3,Peer-to-peer payments,TOTAL,25201978,81904443496.29778
932,aggregated,india,delhi,2019,3,Recharge & bill payments,TOTAL,11133404,10406524192.884487
933,aggregated,india,delhi,2019,3,Financial Services,TOTAL,92061,27952186.986432005
934,aggregated,india,delhi,2019,3,Others,TOTAL,3657065,1000670778.3478061
935,aggregated,india,delhi,2019,4,Peer-to-peer payments,TOTAL,33040093,105858524152.38443
936,aggregated,india,delhi,2019,4,Merchant payments,TOTAL,32537378,12864577363.070576
937,aggregated,india,delhi,2019,4,Recharge & bill payments,TOTAL,11609898,9500486080.98845
938,aggregated,india,delhi,2019,4,Financial Services,TOTAL,57063,21512527.973989226
939,aggregated,india,delhi,2019,4,Others,TOTAL,3500565,779367300.4732571
940,aggregated,india,delhi,2020,1,Merchant payments,TOTAL,33951545,14470782771.054684
941,aggregated,india,delhi,2020,1,Peer-to-peer payments,TOTAL,32410795,108987600006.3667
942,aggregated,india,delhi,2020,1,Recharge & bill payments,TOTAL,12822919,9498791147.929193
943,aggregated,india,delhi,2020,1,Financial Services,TOTAL,46529,39908838.24852887
944,aggregated,india,delhi,2020,1,Others,TOTAL,2515816,619460878.9909673
945,aggregated,india,delhi,2020,2,Peer-to-peer payments,TOTAL,27155938,86227124454.10175
946,aggregated,india,delhi,2020,2,Merchant payments,TOTAL,24963931,12708327043.868336
947,aggregated,india,delhi,2020,2,Recharge & bill payments,TOTAL,13568505,8699886044.040596
948,aggregated,india,delhi,2020,2,Financial Services,TOTAL,64790,75405868.16164647
949,aggregated,india,delhi,2020,2,Others,TOTAL,288854,162694793.15869594
950,aggregated,india,delhi,2020,3,Peer-to-peer payments,TOTAL,41498638,140074023548.15637
951,aggregated,india,delhi,2020,3,Merchant payments,TOTAL,40973792,21858176583.0589
952,aggregated,india,delhi,2020,3,Recharge & bill payments,TOTAL,13448341,12883226305.336546
953,aggregated,india,delhi,2020,3,Financial Services,TOTAL,85689,114341865.2645722
954,aggregated,india,delhi,2020,3,Others,TOTAL,485401,234194502.8442282
955,aggregated,india,delhi,2020,4,Merchant payments,TOTAL,54581166,31106554562.7951
956,aggregated,india,delhi,2020,4,Peer-to-peer payments,TOTAL,49631928,171546055992.1488
957,aggregated,india,delhi,2020,4,Recharge & bill payments,TOTAL,14862946,12921793576.576857
958,aggregated,india,delhi,2020,4,Financial Services,TOTAL,114862,160007919.76894268
959,aggregated,india,delhi,2020,4,Others,TOTAL,1349515,530676173.2537967
960,aggregated,india,delhi,2021,1,Merchant payments,TOTAL,72615587,39861532639.012344
961,aggregated,india,delhi,2021,1,Peer-to-peer payments,TOTAL,61957428,210823551741.40936
962,aggregated,india,delhi,2021,1,Recharge & bill payments,TOTAL,21164274,15447408658.778738
963,aggregated,india,delhi,2021,1,Financial Services,TOTAL,153039,203106852.42387855
964,aggregated,india,delhi,2021,1,Others,TOTAL,1468676,592745151.8683048
965,aggregated,india,delhi,2021,2,Merchant payments,TOTAL,75620295,42933366743.23575
966,aggregated,india,delhi,2021,2,Peer-to-peer payments,TOTAL,68497718,223034955527.75317
967,aggregated,india,delhi,2021,2,Recharge & bill payments,TOTAL,25026678,15310096462.746447
968,aggregated,india,delhi,2021,2,Financial Services,TOTAL,158170,190019761.49741396
969,aggregated,india,delhi,2021,2,Others,TOTAL,854403,472659189.30861247
970,aggregated,india,delhi,2021,3,Merchant payments,TOTAL,115250887,64006915630.53262
971,aggregated,india,delhi,2021,3,Peer-to-peer payments,TOTAL,93292876,298005532606.47
972,aggregated,india,delhi,2021,3,Recharge & bill payments,TOTAL,28427032,20934734871.908962
973,aggregated,india,delhi,2021,3,Financial Services,TOTAL,144460,220660990.22066334
974,aggregated,india,delhi,2021,3,Others,TOTAL,1645353,690472449.1489255
975,aggregated,india,delhi,2021,4,Merchant payments,TOTAL,149204611,88990516304.07437
976,aggregated,india,delhi,2021,4,Peer-to-peer payments,TOTAL,112380292,376556972334.1598
977,aggregated,india,delhi,2021,4,Recharge & bill payments,TOTAL,30127352,22290161823.248642
978,aggregated,india,delhi,2021,4,Financial Services,TOTAL,199280,287950130.24921745
979,aggregated,india,delhi,2021,4,Others,TOTAL,771824,569713470.6592032
980,aggregated,india,delhi,2022,1,Merchant payments,TOTAL,174454937,98212381475.57239
981,aggregated,india,delhi,2022,1,Peer-to-peer payments,TOTAL,125111881,415305045689.30945
982,aggregated,india,delhi,2022,1,Recharge & bill payments,TOTAL,29435981,22482865572.904938
983,aggregated,india,delhi,2022,1,Financial Services,TOTAL,195184,271039329.10874933
984,aggregated,india,delhi,2022,1,Others,TOTAL,1801878,693588769.393249
985,aggregated,india,delhi,2022,2,Merchant payments,TOTAL,233412802,121657706565.01256
986,aggregated,india,delhi,2022,2,Peer-to-peer payments,TOTAL,143447534,480685895058.7076
987,aggregated,india,delhi,2022,2,Recharge & bill payments,TOTAL,32971294,26876059610.022118
988,aggregated,india,delhi,2022,2,Financial Services,TOTAL,160827,209425798.82013166
989,aggregated,india,delhi,2022,2,Others,TOTAL,641727,426563425.65446466
990,aggregated,india,delhi,2022,3,Merchant payments,TOTAL,276635347,134292748569.06271
991,aggregated,india,delhi,2022,3,Peer-to-peer payments,TOTAL,160580425,509428627035.3385
992,aggregated,india,delhi,2022,3,Recharge & bill payments,TOTAL,37572389,33177115465.46472
993,aggregated,india,delhi,2022,3,Financial Services,TOTAL,195218,265479580.4156591
994,aggregated,india,delhi,2022,3,Others,TOTAL,608782,448676465.8346823
995,aggregated,india,delhi,2022,4,Merchant payments,TOTAL,305621913,153114813286.24423
996,aggregated,india,delhi,2022,4,Peer-to-peer payments,TOTAL,171970100,559069397370.8649
997,aggregated,india,delhi,2022,4,Recharge & bill payments,TOTAL,36775874,31954251758.09231
998,aggregated,india,delhi,2022,4,Financial Services,TOTAL,228639,299454652.77800566
999,aggregated,india,delhi,2022,4,Others,TOTAL,606931,477098950.59646183
1000,aggregated,india,goa,2018,1,Recharge & bill payments,TOTAL,85991,18273814.162708722
1001,aggregated,india,goa,2018,1,Peer-to-peer payments,TOTAL,59651,268175048.06992978
1002,aggregated,india,goa,2018,1,Merchant payments,TOTAL,7880,11036031.735657964
1003,aggregated,india,goa,2018,1,Financial Services,TOTAL,1191,520105.642400422
1004,aggregated,india,goa,2018,1,Others,TOTAL,6184,5851742.732386975
1005,aggregated,india,goa,2018,2,Recharge & bill payments,TOTAL,120943,30994284.17044104
1006,aggregated,india,goa,2018,2,Peer-to-peer payments,TOTAL,87878,419492232.52410376
1007,aggregated,india,goa,2018,2,Merchant payments,TOTAL,12456,20162855.70611957
1008,aggregated,india,goa,2018,2,Financial Services,TOTAL,1903,733429.427283199
1009,aggregated,india,goa,2018,2,Others,TOTAL,6395,7221023.530667527
1010,aggregated,india,goa,2018,3,Recharge & bill payments,TOTAL,158797,40314972.94208837
1011,aggregated,india,goa,2018,3,Peer-to-peer payments,TOTAL,150297,639468418.1317002
1012,aggregated,india,goa,2018,3,Merchant payments,TOTAL,21587,26634198.178851012
1013,aggregated,india,goa,2018,3,Financial Services,TOTAL,1867,468171.36483984883
1014,aggregated,india,goa,2018,3,Others,TOTAL,6963,6281208.620754639
1015,aggregated,india,goa,2018,4,Peer-to-peer payments,TOTAL,246426,1021902315.4426756
1016,aggregated,india,goa,2018,4,Recharge & bill payments,TOTAL,212122,54832855.89468471
1017,aggregated,india,goa,2018,4,Merchant payments,TOTAL,45586,66666113.92145965
1018,aggregated,india,goa,2018,4,Financial Services,TOTAL,2523,723599.2328183289
1019,aggregated,india,goa,2018,4,Others,TOTAL,8098,8880194.430766659
1020,aggregated,india,goa,2019,1,Peer-to-peer payments,TOTAL,378848,1310759847.8146646
1021,aggregated,india,goa,2019,1,Recharge & bill payments,TOTAL,275277,78212835.0406034
1022,aggregated,india,goa,2019,1,Merchant payments,TOTAL,74527,75946974.41483101
1023,aggregated,india,goa,2019,1,Financial Services,TOTAL,2013,499592.0966860995
1024,aggregated,india,goa,2019,1,Others,TOTAL,8147,9904147.90979165
1025,aggregated,india,goa,2019,2,Peer-to-peer payments,TOTAL,373759,1391933790.7547765
1026,aggregated,india,goa,2019,2,Recharge & bill payments,TOTAL,278060,93218689.41694948
1027,aggregated,india,goa,2019,2,Merchant payments,TOTAL,104592,92873008.6474504
1028,aggregated,india,goa,2019,2,Financial Services,TOTAL,1211,515859.8076807977
1029,aggregated,india,goa,2019,2,Others,TOTAL,10819,13325754.760758925
1030,aggregated,india,goa,2019,3,Peer-to-peer payments,TOTAL,475178,1704668027.0159788
1031,aggregated,india,goa,2019,3,Recharge & bill payments,TOTAL,453806,157952854.9501171
1032,aggregated,india,goa,2019,3,Merchant payments,TOTAL,150578,123948570.56857497
1033,aggregated,india,goa,2019,3,Financial Services,TOTAL,1510,1282344.8444824044
1034,aggregated,india,goa,2019,3,Others,TOTAL,11344,12515394.117688328
1035,aggregated,india,goa,2019,4,Peer-to-peer payments,TOTAL,698728,2484453030.31845
1036,aggregated,india,goa,2019,4,Recharge & bill payments,TOTAL,552421,205602115.14625147
1037,aggregated,india,goa,2019,4,Merchant payments,TOTAL,250893,218404664.8638511
1038,aggregated,india,goa,2019,4,Financial Services,TOTAL,1497,649712.8451498008
1039,aggregated,india,goa,2019,4,Others,TOTAL,11733,14350825.325765317
1040,aggregated,india,goa,2020,1,Peer-to-peer payments,TOTAL,817198,2851686768.653684
1041,aggregated,india,goa,2020,1,Recharge & bill payments,TOTAL,678079,244739382.20701858
1042,aggregated,india,goa,2020,1,Merchant payments,TOTAL,373110,298421548.1046571
1043,aggregated,india,goa,2020,1,Financial Services,TOTAL,1762,1816477.5692472362
1044,aggregated,india,goa,2020,1,Others,TOTAL,11088,13707055.389155574
1045,aggregated,india,goa,2020,2,Recharge & bill payments,TOTAL,758617,241196540.9379891
1046,aggregated,india,goa,2020,2,Peer-to-peer payments,TOTAL,493326,1766723888.2025127
1047,aggregated,india,goa,2020,2,Merchant payments,TOTAL,221358,168591711.94693565
1048,aggregated,india,goa,2020,2,Financial Services,TOTAL,3081,3328361.317987765
1049,aggregated,india,goa,2020,2,Others,TOTAL,5710,3775927.611346662
1050,aggregated,india,goa,2020,3,Peer-to-peer payments,TOTAL,759351,2723430713.3444066
1051,aggregated,india,goa,2020,3,Recharge & bill payments,TOTAL,696770,280187505.0339355
1052,aggregated,india,goa,2020,3,Merchant payments,TOTAL,446880,353193881.4783259
1053,aggregated,india,goa,2020,3,Financial Services,TOTAL,4985,6418950.466847964
1054,aggregated,india,goa,2020,3,Others,TOTAL,7545,5112530.621144422
1055,aggregated,india,goa,2020,4,Peer-to-peer payments,TOTAL,1550251,5407626413.043346
1056,aggregated,india,goa,2020,4,Merchant payments,TOTAL,1389834,1123844212.5171819
1057,aggregated,india,goa,2020,4,Recharge & bill payments,TOTAL,839199,345088772.3784919
1058,aggregated,india,goa,2020,4,Financial Services,TOTAL,7287,10386560.386677971
1059,aggregated,india,goa,2020,4,Others,TOTAL,14810,12846789.254236266
1060,aggregated,india,goa,2021,1,Peer-to-peer payments,TOTAL,2235456,7553384653.1682
1061,aggregated,india,goa,2021,1,Merchant payments,TOTAL,2195509,1768358976.7158575
1062,aggregated,india,goa,2021,1,Recharge & bill payments,TOTAL,880682,410604192.7268899
1063,aggregated,india,goa,2021,1,Financial Services,TOTAL,8138,12207778.148638733
1064,aggregated,india,goa,2021,1,Others,TOTAL,11764,12687278.26183929
1065,aggregated,india,goa,2021,2,Merchant payments,TOTAL,1869384,1411529033.6650195
1066,aggregated,india,goa,2021,2,Peer-to-peer payments,TOTAL,1866837,6195032351.177256
1067,aggregated,india,goa,2021,2,Recharge & bill payments,TOTAL,953219,383804809.3560881
1068,aggregated,india,goa,2021,2,Financial Services,TOTAL,8303,12371843.844825167
1069,aggregated,india,goa,2021,2,Others,TOTAL,12392,10115549.032816991
1070,aggregated,india,goa,2021,3,Merchant payments,TOTAL,2865625,2143135314.897931
1071,aggregated,india,goa,2021,3,Peer-to-peer payments,TOTAL,2560305,7871092673.137299
1072,aggregated,india,goa,2021,3,Recharge & bill payments,TOTAL,1017351,438838003.22982365
1073,aggregated,india,goa,2021,3,Financial Services,TOTAL,8337,12943224.07382146
1074,aggregated,india,goa,2021,3,Others,TOTAL,16145,12416377.597493527
1075,aggregated,india,goa,2021,4,Merchant payments,TOTAL,5474662,4384250602.937038
1076,aggregated,india,goa,2021,4,Peer-to-peer payments,TOTAL,4408822,13618351952.666094
1077,aggregated,india,goa,2021,4,Recharge & bill payments,TOTAL,1170180,585734312.4063727
1078,aggregated,india,goa,2021,4,Financial Services,TOTAL,11320,17101084.66037453
1079,aggregated,india,goa,2021,4,Others,TOTAL,23775,21819163.1997744
1080,aggregated,india,goa,2022,1,Merchant payments,TOTAL,6364271,4682000388.389215
1081,aggregated,india,goa,2022,1,Peer-to-peer payments,TOTAL,4640380,14449830641.555716
1082,aggregated,india,goa,2022,1,Recharge & bill payments,TOTAL,1177071,646403472.1135541
1083,aggregated,india,goa,2022,1,Financial Services,TOTAL,11677,17490493.19245399
1084,aggregated,india,goa,2022,1,Others,TOTAL,20699,20720407.595174044
1085,aggregated,india,goa,2022,2,Merchant payments,TOTAL,7812998,5736211013.6866455
1086,aggregated,india,goa,2022,2,Peer-to-peer payments,TOTAL,5097942,16372343177.228306
1087,aggregated,india,goa,2022,2,Recharge & bill payments,TOTAL,1279377,738765635.2807853
1088,aggregated,india,goa,2022,2,Financial Services,TOTAL,10666,13192736.02810038
1089,aggregated,india,goa,2022,2,Others,TOTAL,15071,12525197.296362752
1090,aggregated,india,goa,2022,3,Merchant payments,TOTAL,7595135,5112175255.359402
1091,aggregated,india,goa,2022,3,Peer-to-peer payments,TOTAL,4449008,13780955270.352726
1092,aggregated,india,goa,2022,3,Recharge & bill payments,TOTAL,1122869,657115143.5357426
1093,aggregated,india,goa,2022,3,Financial Services,TOTAL,9992,12650738.420843877
1094,aggregated,india,goa,2022,3,Others,TOTAL,11683,11368868.03761505
1095,aggregated,india,goa,2022,4,Merchant payments,TOTAL,10319138,6739205748.43176
1096,aggregated,india,goa,2022,4,Peer-to-peer payments,TOTAL,5652373,17421974714.962345
1097,aggregated,india,goa,2022,4,Recharge & bill payments,TOTAL,1195865,734121700.6400625
1098,aggregated,india,goa,2022,4,Financial Services,TOTAL,12147,15705663.126967767
1099,aggregated,india,goa,2022,4,Others,TOTAL,13151,13978544.178016864
1100,aggregated,india,gujarat,2018,1,Recharge & bill payments,TOTAL,3691952,878929080.9916563
1101,aggregated,india,gujarat,2018,1,Peer-to-peer payments,TOTAL,1738974,6318864759.888066
1102,aggregated,india,gujarat,2018,1,Merchant payments,TOTAL,145436,166036667.57089135
1103,aggregated,india,gujarat,2018,1,Financial Services,TOTAL,122117,27986679.009713165
1104,aggregated,india,gujarat,2018,1,Others,TOTAL,250296,186165067.5737218
1105,aggregated,india,gujarat,2018,2,Recharge & bill payments,TOTAL,4643367,1571880396.377953
1106,aggregated,india,gujarat,2018,2,Peer-to-peer payments,TOTAL,2483231,10009680530.386887
1107,aggregated,india,gujarat,2018,2,Merchant payments,TOTAL,275503,356984574.1205573
1108,aggregated,india,gujarat,2018,2,Financial Services,TOTAL,140704,38598263.22838031
1109,aggregated,india,gujarat,2018,2,Others,TOTAL,202928,185541007.527258
1110,aggregated,india,gujarat,2018,3,Peer-to-peer payments,TOTAL,5287200,15272745137.759302
1111,aggregated,india,gujarat,2018,3,Recharge & bill payments,TOTAL,5117168,1938041688.9678535
1112,aggregated,india,gujarat,2018,3,Merchant payments,TOTAL,573440,466209496.80151117
1113,aggregated,india,gujarat,2018,3,Financial Services,TOTAL,136468,24930605.607339725
1114,aggregated,india,gujarat,2018,3,Others,TOTAL,219873,164477497.1394802
1115,aggregated,india,gujarat,2018,4,Peer-to-peer payments,TOTAL,6488202,21207285184.780193
1116,aggregated,india,gujarat,2018,4,Recharge & bill payments,TOTAL,6138404,2297332323.0815277
1117,aggregated,india,gujarat,2018,4,Merchant payments,TOTAL,1656377,1088373316.0580251
1118,aggregated,india,gujarat,2018,4,Financial Services,TOTAL,133915,30699273.16507
1119,aggregated,india,gujarat,2018,4,Others,TOTAL,316405,207297005.69778407
1120,aggregated,india,gujarat,2019,1,Peer-to-peer payments,TOTAL,13465044,31231285551.308655
1121,aggregated,india,gujarat,2019,1,Recharge & bill payments,TOTAL,8595256,3104251732.6516943
1122,aggregated,india,gujarat,2019,1,Merchant payments,TOTAL,2493340,1296376125.1752787
1123,aggregated,india,gujarat,2019,1,Financial Services,TOTAL,114539,19581520.569400217
1124,aggregated,india,gujarat,2019,1,Others,TOTAL,323272,204585378.77191538
1125,aggregated,india,gujarat,2019,2,Peer-to-peer payments,TOTAL,12547493,41853661230.46585
1126,aggregated,india,gujarat,2019,2,Recharge & bill payments,TOTAL,10434449,4651874823.428602
1127,aggregated,india,gujarat,2019,2,Merchant payments,TOTAL,5486791,2526448415.3585706
1128,aggregated,india,gujarat,2019,2,Financial Services,TOTAL,70502,17349813.389733132
1129,aggregated,india,gujarat,2019,2,Others,TOTAL,442607,271280936.6247084
1130,aggregated,india,gujarat,2019,3,Peer-to-peer payments,TOTAL,14529353,49206585462.018684
1131,aggregated,india,gujarat,2019,3,Merchant payments,TOTAL,11788077,4211116461.2911887
1132,aggregated,india,gujarat,2019,3,Recharge & bill payments,TOTAL,11349625,5768100024.478059
1133,aggregated,india,gujarat,2019,3,Financial Services,TOTAL,78609,20507001.233050577
1134,aggregated,india,gujarat,2019,3,Others,TOTAL,482985,256386015.24681717
1135,aggregated,india,gujarat,2019,4,Peer-to-peer payments,TOTAL,19107911,64477452638.7778
1136,aggregated,india,gujarat,2019,4,Recharge & bill payments,TOTAL,12967713,6517891166.722656
1137,aggregated,india,gujarat,2019,4,Merchant payments,TOTAL,9964076,5480269119.720948
1138,aggregated,india,gujarat,2019,4,Financial Services,TOTAL,63498,20202767.26414788
1139,aggregated,india,gujarat,2019,4,Others,TOTAL,444434,194846362.42851496
1140,aggregated,india,gujarat,2020,1,Peer-to-peer payments,TOTAL,19068093,72393727235.07784
1141,aggregated,india,gujarat,2020,1,Recharge & bill payments,TOTAL,15648472,7197595156.690899
1142,aggregated,india,gujarat,2020,1,Merchant payments,TOTAL,12191478,7210758662.281933
1143,aggregated,india,gujarat,2020,1,Financial Services,TOTAL,50753,27460255.45966168
1144,aggregated,india,gujarat,2020,1,Others,TOTAL,367621,165535312.39278784
1145,aggregated,india,gujarat,2020,2,Recharge & bill payments,TOTAL,19971660,8322688556.990006
1146,aggregated,india,gujarat,2020,2,Peer-to-peer payments,TOTAL,17569398,64723140394.22913
1147,aggregated,india,gujarat,2020,2,Merchant payments,TOTAL,9645967,7196610931.561442
1148,aggregated,india,gujarat,2020,2,Financial Services,TOTAL,59617,53132341.305008195
1149,aggregated,india,gujarat,2020,2,Others,TOTAL,173543,92274135.40504411
1150,aggregated,india,gujarat,2020,3,Peer-to-peer payments,TOTAL,23130724,89142122337.25531
1151,aggregated,india,gujarat,2020,3,Merchant payments,TOTAL,18338969,12749796641.785404
1152,aggregated,india,gujarat,2020,3,Recharge & bill payments,TOTAL,17481357,9820654243.80882
1153,aggregated,india,gujarat,2020,3,Financial Services,TOTAL,92278,84723188.62104335
1154,aggregated,india,gujarat,2020,3,Others,TOTAL,246851,124456073.24163358
1155,aggregated,india,gujarat,2020,4,Peer-to-peer payments,TOTAL,29967258,116743230330.36209
1156,aggregated,india,gujarat,2020,4,Merchant payments,TOTAL,28430460,20844321156.652935
1157,aggregated,india,gujarat,2020,4,Recharge & bill payments,TOTAL,18943669,10441981826.080866
1158,aggregated,india,gujarat,2020,4,Financial Services,TOTAL,113371,120056733.8865249
1159,aggregated,india,gujarat,2020,4,Others,TOTAL,373789,243470065.45681778
1160,aggregated,india,gujarat,2021,1,Peer-to-peer payments,TOTAL,36427493,144818968373.02933
1161,aggregated,india,gujarat,2021,1,Merchant payments,TOTAL,35815382,26512643894.003174
1162,aggregated,india,gujarat,2021,1,Recharge & bill payments,TOTAL,22088838,11996115292.377842
1163,aggregated,india,gujarat,2021,1,Financial Services,TOTAL,126380,137612317.73580322
1164,aggregated,india,gujarat,2021,1,Others,TOTAL,316472,235440836.3042438
1165,aggregated,india,gujarat,2021,2,Merchant payments,TOTAL,42593432,33542305033.829506
1166,aggregated,india,gujarat,2021,2,Peer-to-peer payments,TOTAL,41642387,162483567902.30194
1167,aggregated,india,gujarat,2021,2,Recharge & bill payments,TOTAL,27127405,13750783181.944221
1168,aggregated,india,gujarat,2021,2,Financial Services,TOTAL,128647,136119996.7022825
1169,aggregated,india,gujarat,2021,2,Others,TOTAL,349525,249278437.33914098
1170,aggregated,india,gujarat,2021,3,Merchant payments,TOTAL,62934471,48197579736.51646
1171,aggregated,india,gujarat,2021,3,Peer-to-peer payments,TOTAL,56134212,208013326600.62402
1172,aggregated,india,gujarat,2021,3,Recharge & bill payments,TOTAL,29580901,15945997372.058683
1173,aggregated,india,gujarat,2021,3,Financial Services,TOTAL,125167,163304131.1436523
1174,aggregated,india,gujarat,2021,3,Others,TOTAL,473656,304418273.24545926
1175,aggregated,india,gujarat,2021,4,Merchant payments,TOTAL,84846502,68717933161.8696
1176,aggregated,india,gujarat,2021,4,Peer-to-peer payments,TOTAL,67301686,254338740726.63605
